44867e192367454153412e4f4f97c17f629aa28b	542	.github/workflows/validate-decisions.yml	14
38735ec6150cb99811ba183f3375fa8a3f874f12	3225	AI_RULES.md	20
9d46fefc6d080f98f040d324b0fa13bd86e72b76	5815	AOAY_MASTERS.md	20
3e153d651c43ec0321172db61cb5d2b53db24e50	6320	BODH_GAYA_CANDIDATES.md	20
7115866a29c10d90c02b22c8637bebc623f3634c	3119	CHATGPT_HANDOFF.md	20
40800a7a8fa4125c9c1a9a0d2e278db347465be8	2449	CHATGPT_ROLE.md	20
55e10b8a663c6056589deb117f302a30ee78f275	4841	CHAT_DISTILLATION.md	20
2ea58d25cdb4bbbfd7f1092104b829fcdb901a83	1855	CLUSTERS_OVERVIEW.md	20
6de10e19a54be245c6d87d167da8419752be6770	6225	CLUSTER_ANCHORS.md	20
bb8ae1a58b69656c5adb7900236b67adad45b4d8	3602	CLUSTER_LOCATIONS.md	20
d90a58aab933b8ea7376b0bec473b365ebf1106b	3652	CURRENT_FOCUS.md	20
8daf8b7ac41cdad567fd2b93435cfbdaa2ba6007	9578	GENERIC_CLUSTER_SWEEP_STARTPROMPT.md	20
3234642b495068b66509cd9bb41a00cd1e10503a	17344	HOTEL_EVELYN_PHOTO_MATCH_LEDGER.md	1
e36e1592e109c20b9a0647af4b3d565034cf2fa1	28689	HOTEL_EVELYN_RAMDASS_ROOM_CLOSURE.md	1
6b915c638119eb2fcb7560835fae2b5696d56b65	4546	KOLKATA_SERAMPORE_CANDIDATES.md	20
be64d80ba06967317f5dbec7c4b756b9ecb137aa	4002	KUMAON_CANDIDATES.md	20
e4f81032706b6aeb87bb251e1ff21fba61494ceb	3813	LESSONS.md	20
4f2a9a1adf2f8046652035a72b8b76bce884d012	2766	LOCKED_A.md	8
32a63f129d06d53a08a7125942f99064c7d9300e	2516	LOCKED_A.md	12
5b48847d409910d6ec7e9156ac013814313464e8	422	LOCKED_B.md	12
ee35ea06ee760563344640103680cb28ae67ea1d	379	LOCKED_B.md	8
1259ef443192cad88a1c311bfaf0016ce757aa15	746	LOCKED_C.md	20
92b64560f696833f746c60dc25072c3c1e706c3a	14868	LONELY_PLANET_GANGES_SOUTH_DISCOVERY.md	1
4cca855aa0fac8fc13982e43ef4ed4ad4422a327	35202	LONELY_PLANET_GANGES_SOUTH_SHORTLIST.csv	1
54e05a5f0ee57986d2ca7d8d0f631f0d62126bfb	33111	LONELY_PLANET_NORTH_DISCOVERY.md	1
8b3fd22e90b914a1eff527d005b6a06b93445761	31717	LONELY_PLANET_NORTH_SHORTLIST.csv	1
e95a7bbe0ce689c33a9594aee3d1a34553d2b75d	23052	LONELY_PLANET_SECOND_OPINION_MICRO.md	1
5b51e725e1fbf86bb435eaee53c033f8efe34eda	1723	METHODOLOGY.md	20
331542418633c4227072e7954396c54cea180bae	5420	OPERATING_MODEL.md	17
07364f5721d0a4db4fe2bbcdb0118478fda02bfe	4427	OPERATING_MODEL.md	3
86bd0a217c7a886e81dc6ac593ae37499f853b1e	2484	PRIORITY_GROUPS.md	20
3a03ceb622b6b4dbe80493763ac2a1b2239a50cc	1961	PROJECT.md	20
5da4859a8354258cfe23212640afeebf9c406cb3	2780	PURI_CANDIDATES.md	20
383acff95d4e74cef58e8221634e0f20e7b42c51	12564	README.md	1
b236cdcc07be53fa7ca56987b8b248c2c45ed91d	8093	README.md	16
c729e11cc286a8d9c6e25564afa16305d34ed879	7779	README.md	11
5ad5c934dc03ef78abb634873c5ce2a8e2e72390	4572	README.md	1
8c30dbb449d5d23031e005208151b2e3676c0355	2972	README.md	13
fa8285bdc3a36c99f1224ed02041f8fc0e58c272	1410	README.md	20
06718b2699a0e61574fb61d6e32be17abe7ee548	4746	VARANASI_CANDIDATES.md	20
e6e04224df0c69c64508a1274eaf07d6e44c52b0	2665	VOCABULARY.md	20
916c325a805814b229d0bb897083486b46f3f6fb	1601	decisions/DECISION-0001-haidakhan-A.md	20
72cd328f1c46800657a4cb48cc47a1f9b991879c	2007	decisions/DECISION-0002-bhumiyadhar-A.md	20
7de53ea9a798fd37334bdaf65596c5e99eda4659	1504	decisions/DECISION-0003-krishna-priority-index.md	20
5f1490360e5af1c3e073c9cc2824d3f81aeb73c7	1864	decisions/DECISION-0004-katyayani-peeth-a.md	20
584917b02f0003d8641522c91eda6e51a49dd041	8645	decisions/DECISION-0005-tradition-confirmation-devotional-reporting-and-advisory-ratings.md	15
d7e49ff8806acb576e4bae39d4e4ac2122fba4f3	6890	decisions/DECISION-0006-place-experience-proximity-and-base-selection.md	15
669f0acddc28d2e7f4e8d4762c13cb1b71a986a9	4342	decisions/DECISION-0007-photos-and-strict-abc-semantics.md	15
1102d58bf91f421d05b8b3245bc400ffb679aa0f	3242	decisions/DECISION-0008-place-name-recognition-hooks.md	1
df8818a74c588d3471578c4864b0aaf7cb518764	3192	decisions/DECISION-0008-readable-place-references-and-vrindavan-a-statuses.md	15
4debd488dd6a5ac49d703f31b8f6fba3b016eff9	7185	decisions/DECISION-0009-anchor-clusters-travel-time-and-item-proximity.md	14
0f689d53cc10f3c32154738cc2922a0a5a73550f	7165	decisions/DECISION-0009-anchor-clusters-travel-time-and-item-proximity.md	1
5f03ea2b0f2d26ee5bee9ebd5e27eaffbc6e2689	5613	decisions/DECISION-0010-parallel-cluster-batch-and-compact-decision-reports.md	15
2ed9c494d92d0d8810bc87b4d20fea698a371666	5317	decisions/DECISION-0011-parels-layer-exception-only-local-discovery.md	14
a6f11d922d43fd103ab50b1da583e13e766acd33	3455	decisions/DECISION-0012-place-name-recognition-hooks.md	14
30c27d37d9b2d40f3da59793672a57b6bcb753a0	2785	decisions/DECISION-0013-location-ids-and-verified-geo-data.md	12
f551c60302252c42d249ce142d2dc58d5cc1c0fb	4365	decisions/DECISION-0014-corridor-strict-a-working-geo-and-kml.md	8
